Product_Brand,Product_Name,Product_Type,Product_Category,Product_Original_Price,Product_Offer_Price,Product_Discount,Product_Rating,Product_Ratings_Count,Product_Reviews_Count,Product_Highlight,Product_Stock_Status,Product_Rating_Scale,Product_Price_Difference
Bath & Body Works,"Bath & Body Works A Thousand Wishes Body
Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.6,14,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Gorgeous Daily
Nourishing Body Lotion (236ml)",Bath & Body,Body Care,2199,1899,14,4.7,208,19,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Kiss Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2099,1799,14,4.2,1249,105,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works In The Stars Body Wash
(295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.5,89,5,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Velvet OUD Daily
Nourishing Body Lotion (236ml)",Bath & Body,Body Care,2099,1799,14,4.4,165,9,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Japanese Cherry
Blossom Diamond Shimmer Mist For Her
(145ml)",Bath & Body,Fragrances,2199,1899,14,4.1,70,7,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Japanese Cherry
Blossom Fine Fragrance Mist For Her
(236ml)",Bath & Body,Fragrances,2099,1799,14,4.1,2694,266,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works Into The Night Shower
Gel (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.3,76,2,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Fine Fragrance
Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.4,1129,128,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Rose Fine Fragrance
Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.5,105,29,,In Stock,High,300
Bath & Body Works,"Bath & Body Works In The Stars Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2299,1949,15,4.4,86,10,BESTSELLER,In Stock,High,350
Bath & Body Works,"Bath & Body Works Pure Wonder Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.4,174,26,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Gorgeous Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.4,707,92,BESTSELLER,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Fresh Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2099,1799,14,4.3,196,25,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Eucalyptus Spearmint
Body Wash and Foam Bath (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.5,525,45,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Vanilla Buttercream
Travel Size Fine Fragrance Mist For Her
(75ml)",Bath & Body,Fragrances,999,799,20,3.6,266,50,,In Stock,Medium,200
Bath & Body Works,"Bath & Body Works A Thousand Wishes
Moisturizing Body Wash (295ml)",Bath & Body,Bath & Shower,2199,1899,14,4.3,62,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Rose Vanilla
Moisturizing Body Lotion (192ml)",Bath & Body,Body Care,2199,1899,14,4.0,30,5,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Japanese Cherry
Blossom Moisturizing Body Wash (295ml)",Bath & Body,Bath & Shower,2199,1899,14,3.9,22,0,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Bourbon 3-In-1 Haie &
Face & Body Wash (175 g)",Bath & Body,Bath & Shower,1999,1699,15,4.2,38,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Kiss Travel Size
Fine Fragrance Mist For Her (75ml)",Bath & Body,Fragrances,999,799,20,4.2,622,54,,In Stock,High,200
Bath & Body Works,"Bath & Body Works Champagne Toast Body
Wash (295ml)",Bath & Body,Bath & Shower,1899,1649,13,4.5,45,3,,In Stock,High,250
Bath & Body Works,"Bath & Body Works You're The One
Ultimate Hydration Body Cream (226 g)",Bath & Body,Body Care,2299,1949,15,4.6,41,3,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Pink Suede Fine
Fragrance Mist (236ml)",Bath & Body,Fragrances,2099,1799,14,3.7,16,3,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Gingham Body Wash
(295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.4,22,4,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Luminous Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.2,184,35,,In Stock,High,300
Bath & Body Works,"Bath & Body Works First Sight 3-in-1
Hair, Face & Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.4,8,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Body Wash
(295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.6,11,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Velvet Oud Travel
Size Fine Fragrance Mist For Her (75ml)",Bath & Body,Fragrances,999,799,20,3.9,185,23,,In Stock,Medium,200
Bath & Body Works,"Bath & Body Works Rose Ultimate
Hydration Body Cream (226 g)",Bath & Body,Body Care,2299,1949,15,4.5,20,1,,In Stock,High,350
Bath & Body Works,"Bath & Body Works A Thousand Wishes
Super Smooth Body Lotion (236ml)",Bath & Body,Body Care,2199,1899,14,4.5,1304,105,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Love Ultimate
Hydration Body Cream (226 g)",Bath & Body,Body Care,1999,1699,15,4.2,154,14,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Chasing Fireflies Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.3,100,25,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Vibrant
Ultimate Hydration Body Cream (226 g)",Bath & Body,Body Care,2099,1799,14,4.3,85,10,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Mahogany Teakwood
3-In-1 Hair, Face & Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.6,12,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Kiss Body Wash
(295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.4,17,5,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Into The Night
Moisturizing Body Wash (295ml)",Bath & Body,Bath & Shower,2199,1899,14,4.5,97,7,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Gorgeous Body
Wash With Pro - Vitamin B5 + Aloe
(295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.2,32,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Water Lily Springs
Fine Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.6,42,11,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Velvet Oud Shower
Gel (295ml)",Bath & Body,Bath & Shower,1999,1699,15,3.9,13,0,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Dark Velvet Oud Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2099,1799,14,4.2,456,53,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Unstoppable
3-In-1 Hair, Face & Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,5.0,4,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Body Lotion
(236ml)",Bath & Body,Body Care,2199,1899,14,5.0,18,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works After Dark Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2099,1799,14,4.0,23,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Ballet Nights Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2099,1799,14,4.1,62,13,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dahlia Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2299,1949,15,4.6,9,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Warm Vanilla Sugar
Ultimate Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.0,44,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Into The Night Travel
Size Body Wash (88ml)",Bath & Body,Bath & Shower,999,799,20,4.2,98,17,,In Stock,High,200
Bath & Body Works,"Bath & Body Works Among The Clouds
Creamy Body Scrub (226 g)",Bath & Body,Body Care,2399,2049,15,4.5,37,6,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Thailand Sweet Kiwi &
Starfruit Fine Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.9,19,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Fine
Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.1,31,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Iced Lemon Pound Cake
Gentle & Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,699,36,3.0,5,3,,In Stock,Medium,400
Bath & Body Works,"Bath & Body Works Chasing Fireflies Body
Wash (295ml)",Bath & Body,Bath & Shower,1899,1649,13,4.3,11,1,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Rose Vanilla Body Wash
and Foam Bath (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.4,21,4,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Rose Vanilla Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.0,31,8,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Eucalyptus Lavender
Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.5,28,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.4,141,12,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Brightest Bloom Body
Lotion (236ml)",Bath & Body,Body Care,2199,1899,14,4.6,27,4,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Into the Night Glowing
Body Scrub (226g)",Bath & Body,Body Care,2499,2149,14,4.6,30,5,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Pink Kiwi Berry Gentle
& Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,699,36,5.0,3,0,,In Stock,High,400
Bath & Body Works,"Bath & Body Works Mahogany Teakwood
Gentle & Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,999,699,30,4.4,16,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Rose Travel Size Ultra
Hydration Body Cream (70g)",Bath & Body,Body Care,1099,849,23,4.3,14,1,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Pure Wonder Body Wash
(295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.4,14,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dressed In White
Ultimate Hydration Body Cream (226g)",Bath & Body,Body Care,2299,1949,15,4.7,6,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Freshwater 3-in-1
Hair, Face & Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.7,3,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Butterfly Body Lotion
(236ml)",Bath & Body,Body Care,2199,1899,14,4.5,6,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Fresh Cut Lilacs
Cleansing Gel Hand Soap (236ml)",Bath & Body,Bath & Shower,1099,699,36,3.0,2,0,,In Stock,Medium,400
Bath & Body Works,"Bath & Body Works Luminous Daily
Nourishing Body Lotion (236ml)",Bath & Body,Body Care,1999,1699,15,4.2,40,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Meet Me In Miami Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2099,1799,14,4.1,27,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,3.8,8,1,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Butterfly Fine
Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.6,11,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Eucalyptus Mint 3-Wick
Candle (411g)",Accessories & Life Style,Home & Decor,2799,1999,29,4.7,15,2,,In Stock,High,800
Bath & Body Works,"Bath & Body Works Orange Ginger Body
Wash and Foam Bath (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.5,83,16,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Peach Bellini Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,4.1,10,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Velvet OUD
Ultimate Hydration Body Cream (226 g)",Bath & Body,Body Care,2099,1799,14,4.5,75,10,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Mini Fine
Fragrance Mist (75ml)",Bath & Body,Fragrances,1099,849,23,4.2,13,3,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Luminous Body Wash
(295ml)",Bath & Body,Bath & Shower,1899,1649,13,4.8,26,2,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Ridgeline 3-In-1 Hair,
Face & Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,5.0,3,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Unstoppable
Ultimate Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.7,11,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Peach Bellini Body
Lotion (236ml)",Bath & Body,Body Care,2099,1799,14,3.6,7,1,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works In The Stars Travel
Size Body Cream (70g)",Bath & Body,Body Care,999,799,20,4.3,34,6,,In Stock,High,200
Bath & Body Works,"Bath & Body Works Pure Wonder Ultimate
Hydration Body Cream (226 g)",Bath & Body,Body Care,2099,1799,14,4.3,28,4,,In Stock,High,300
Bath & Body Works,"Bath & Body Works In The Stars
Moisturizing Body Wash (296ml)",Bath & Body,Bath & Shower,2099,1799,14,4.3,31,5,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Waikiki Beach Coconut
Fine Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.0,14,3,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dressed In White Body
Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.0,1,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dahlia Body Lotion
(236ml)",Bath & Body,Body Care,2199,1899,14,4.0,11,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Sea Salt Coast Fine
Fragrance Mist For Her (236ml)",Bath & Body,Fragrances,2199,1899,14,3.9,19,3,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Rose Travel Size Body
Wash (88ml)",Bath & Body,Bath & Shower,1099,849,23,2.6,5,0,,In Stock,Low,250
Bath & Body Works,"Bath & Body Works Graphite 3-In-1 Hair,
Face & Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.2,11,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Kiss Travel Size
Body Lotion (88ml)",Bath & Body,Body Care,1099,849,23,4.2,25,2,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Peach Bellini Body
Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.7,3,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Gorgeous
Ultimate Hydration Body Cream (226 g)",Bath & Body,Body Care,2099,1799,14,4.4,117,10,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Luminous Glowtion Body
Butter (185 g)",Bath & Body,Body Care,2499,2149,14,2.3,6,0,,In Stock,Low,350
Bath & Body Works,"Bath & Body Works Calypso Clementine
Fine Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.5,24,5,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Gingham Hero 3-in-1
Hair, Face & Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.3,7,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Twisted Peppermint
Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.8,5,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Lavender & Iris
Moisturizing Body Lotion (192ml)",Bath & Body,Body Care,2299,1949,15,4.4,5,1,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Dark Velvet Oud Gift
Box Set (767ml)",Kits & Combos,Combo,5999,0,0,5.0,1,0,,In Stock,High,5999
Bath & Body Works,"Bath & Body Works Calypso Clementine
Body Lotion (236ml)",Bath & Body,Body Care,2199,1899,14,4.8,6,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Golden Berry Mistletoe
Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,5.0,2,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Japanese Cherry
Blossom Fine Fragrance Mist (236g)",Bath & Body,Fragrances,2199,1899,14,5.0,12,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Coco Shea Rich
Moisture Body Lotion (230ml)",Bath & Body,Body Care,2299,1949,15,4.5,13,1,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Fiji Sunshine Guava-
Tini Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.4,12,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Luminous Ultimate
Hydration Body Cream (226 g)",Bath & Body,Body Care,2099,1799,14,4.3,12,4,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Bahamas Passionfruit &
Banana Flower Fine Fragrance Mist
(236ml)",Bath & Body,Fragrances,2199,1899,14,4.6,26,6,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Luminous Exfoliating
Glow Body Scrub (226 g)",Bath & Body,Body Care,2499,2149,14,4.2,5,1,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Brightest Bloom Fine
Fragrance Mist (236g)",Bath & Body,Fragrances,2199,1899,14,3.8,14,3,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Flowerchild 3-Wick
Candle (411g)",Accessories & Life Style,Home & Decor,3499,2120,39,3.7,3,0,,In Stock,Medium,1379
Bath & Body Works,"Bath & Body Works Find Serenity Mimosa &
Spearmint Salt Body Scrub (482 g)",Bath & Body,Body Care,2499,2149,14,3.7,7,2,,In Stock,Medium,350
Bath & Body Works,"Bath & Body Works Gingham Fine Fragrance
Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,5.0,3,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dark Amber Oud
Fragrance mist (147ml)",Bath & Body,Fragrances,1599,1399,13,4.2,5,2,,In Stock,High,200
Bath & Body Works,"Bath & Body Works Dressed in White
Travel Size Ultimate Hydration Body
Cream (70g)",Bath & Body,Body Care,1099,849,23,4.0,7,1,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Tropidelic
Moisturizing Body Wash (295ml)",Bath & Body,Bath & Shower,2199,1899,14,5.0,3,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Ridgeline Body Spray
(104g)",Bath & Body,Fragrances,1699,1449,15,5.0,2,0,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Butterfly Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.8,4,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works At The Beach Fine
Fragrance Mist For Her (15ml)",Bath & Body,Fragrances,2199,1899,14,4.1,135,23,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Dressed In White Eau
de Parfum (100ml)",Bath & Body,Fragrances,6999,5799,17,4.5,2,1,,In Stock,High,1200
Bath & Body Works,"Bath & Body Works Canyon 3-In-1 Hair,
Face & Body Wash (482 g)",Bath & Body,Bath & Shower,1999,1699,15,5.0,1,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Calypso Clementine
Body Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.8,5,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Pineapple Prosecco
Gentle & Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,699,36,4.0,1,0,,In Stock,High,400
Bath & Body Works,"Bath & Body Works Fiji Sunshine Guava-
Tini Fine Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,4.3,7,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works First Sight Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2299,1949,15,4.5,2,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Dressed In White
3-Wick Candle (411g)",Accessories & Life Style,Home & Decor,3499,1999,43,0.0,0,0,,In Stock,Low,1500
Bath & Body Works,"Bath & Body Works Lakeside Morning
3-wick Candle (411g)",Accessories & Life Style,Home & Decor,3299,1999,39,4.2,18,6,,In Stock,High,1300
Bath & Body Works,"Bath & Body Works Luminous Diamond
Shimmer Mist For Her (145ml)",Bath & Body,Fragrances,2199,1899,14,4.0,6,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Mini Body
Cream (70g)",Bath & Body,Body Care,1099,849,23,4.0,1,0,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Gingham Unstoppable
Mini Cologne (50g)",Bath & Body,Fragrances,1099,849,23,4.6,5,2,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Eucalyptus Spearmint
Moisturizing Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.3,53,5,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Summer Rose Bud 3-Wick
Candle (411g)",Accessories & Life Style,Home & Decor,3499,1999,43,0.0,0,0,,In Stock,Low,1500
Bath & Body Works,"Bath & Body Works Water Lily Springs
Ultimate Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,4.3,7,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Eucalyptus Lavender
Moisturizing Body Lotion (192ml)",Bath & Body,Body Care,2399,2034,15,4.4,30,3,,In Stock,High,365
Bath & Body Works,"Bath & Body Works After Dark Cologne For
Him (100ml)",Bath & Body,Fragrances,6499,5449,16,0.0,0,0,,In Stock,Low,1050
Bath & Body Works,"Bath & Body Works Eucalyptus Spearmint
Sugar Body Scrub (368g)",Bath & Body,Body Care,2499,2149,14,4.0,32,5,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Sea Salt Coast Body
Wash (295ml)",Bath & Body,Bath & Shower,1999,1699,15,4.2,6,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Brightest Bloom
Ultimate Hydration Body Cream (226g)",Bath & Body,Body Care,2299,1949,15,5.0,6,1,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Hummingbird Tea Cake
3-Wick Candle (411g)",Accessories & Life Style,Home & Decor,3299,1999,39,5.0,2,0,,In Stock,High,1300
Bath & Body Works,"Bath & Body Works At The Beach Body Wash
(295ml)",Bath & Body,Bath & Shower,2099,1799,14,3.8,12,0,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Warm Vanilla Sugar
Gentle & Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,769,30,0.0,0,0,,In Stock,Low,330
Bath & Body Works,"Bath & Body Works Snowflakes & Cashmere
Exfoliating Glow Body Scrub (226g)",Bath & Body,Body Care,2499,2149,14,5.0,1,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Sage Cedarwood
Essential Oil Mist For Her (156ml)",Bath & Body,Body Care,2099,1799,14,3.5,4,1,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Pure Wonder Shower Gel
(295ml)",Bath & Body,Bath & Shower,1799,1562,13,4.4,237,15,,In Stock,High,237
Bath & Body Works,"Bath & Body Works Mahogany Coconut
Wallflowers Fragrance Refill (24ml)",Bath & Body,Fragrances,799,649,19,4.3,3,0,,In Stock,High,150
Bath & Body Works,"Bath & Body Works Pink Peach Blossom
3-Wick Candle (411g)",Accessories & Life Style,Home & Decor,3499,1999,43,5.0,1,0,,In Stock,High,1500
Bath & Body Works,"Bath & Body Works Graphite Ultimate
Hydration Body Cream (226 g)",Bath & Body,Body Care,2199,1899,14,5.0,10,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Tropidelic Mini Body
Wash (88ml)",Bath & Body,Bath & Shower,1099,849,23,5.0,1,0,,In Stock,High,250
Bath & Body Works,"Bath & Body Works At The Beach Shampoo
(473ml)",Hair,hair care,2099,1799,14,4.2,6,2,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Luminous Travel Size
Body Cream (70 g)",Bath & Body,Body Care,999,799,20,2.8,4,1,,In Stock,Low,200
Bath & Body Works,"Bath & Body Works Peach Bellini Ultimate
Hydration Body Cream (226g)",Bath & Body,Body Care,2199,1899,14,5.0,4,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Coco Shea Rich
Moisture Body Butter (185 g)",Bath & Body,Body Care,2499,2149,14,4.4,5,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Find Serenity Mimosa &
Spearmint Moisturizing Body Lotion
(192ml)",Bath & Body,Body Care,2099,1799,14,4.7,6,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works First Sight Cologne
(100ml)",Bath & Body,Fragrances,6499,5449,16,5.0,1,0,,In Stock,High,1050
Bath & Body Works,"Bath & Body Works Luminous Moisturizing
Body Wash (295ml)",Bath & Body,Bath & Shower,2099,1799,14,4.0,10,1,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Pink Pineapple Sunrise
Exfoliating Beach Body Scrub (187 g)",Bath & Body,Body Care,2399,2049,15,3.6,7,0,,In Stock,Medium,350
Bath & Body Works,"Bath & Body Works Thailand Sweet Kiwi &
Starfruit Exfoliating Glow Body Scrub
(187g)",Bath & Body,Body Care,2499,2149,14,5.0,1,0,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Blue Verbena & Lime
3-Wick Candle (411g)",Accessories & Life Style,Home & Decor,3499,2120,39,0.0,0,0,,In Stock,Low,1379
Bath & Body Works,"Bath & Body Works At The Beach Daily
Nourishing Body Lotion (236ml)",Bath & Body,Body Care,2199,1899,14,3.5,2,0,,In Stock,Medium,300
Bath & Body Works,"Bath & Body Works Gingham Gorgeous Fine
Fragrance Mist (236ml)",Bath & Body,Fragrances,2199,1899,14,0.0,0,0,,In Stock,Low,300
Bath & Body Works,"Bath & Body Works Fresh Cut Lilacs
Gentle & Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,699,36,4.0,1,0,,In Stock,High,400
Bath & Body Works,"Bath & Body Works Bahamas Passionfruit &
Banana Flower Exfoliating Beach Body
Scrub (187 g)",Bath & Body,Body Care,2399,2049,15,4.2,33,4,,In Stock,High,350
Bath & Body Works,"Bath & Body Works Fresh Balsam Gentle &
Clean Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,1099,699,36,5.0,1,0,,In Stock,High,400
Bath & Body Works,"Bath & Body Works Kitchen Mandarin
Gentle Foaming Hand Soap (259ml)",Bath & Body,Bath & Shower,999,699,30,4.0,21,0,,In Stock,High,300
Bath & Body Works,"Bath & Body Works Canyon Body Spray
(104g)",Bath & Body,Fragrances,1699,1449,15,4.5,2,0,,In Stock,High,250
Bath & Body Works,"Bath & Body Works Restorative Hand Cream
(29ml)",Bath & Body,Hands & Feet,599,449,25,3.5,2,0,,In Stock,Medium,150
Bath & Body Works,"Bath & Body Works Brightest Bloom Travel
Size Fine Fragrance Mist (75g)",Bath & Body,Fragrances,1099,849,23,3.1,7,1,,In Stock,Medium,250
