PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,DBSCAN Cluster
-0.224435814254861,-0.9787824939445731,0.751737055518964,1.0842637033152518,-0.7325514639740462,0
-0.22534462080576093,-0.9886722100654114,0.8203816317022571,1.2249406405794514,-0.7957839688342095,0
-0.221868295563881,-0.9847202426658154,0.9069988354268256,0.767710100445605,-0.7692037063411744,0
-0.24966305569398348,-0.9974665776381313,0.7228226867268887,0.9568039330023672,-0.6124482097461809,0
-0.20588624917590226,-1.0019529775591287,0.8210960739627787,0.9328021300642875,-0.7489003198450107,0
-0.16751362379488952,-1.06090960015785,1.036618571556503,0.752736912208798,-0.8467539312554517,0
-0.2520843487937934,-0.949948897616469,0.9576996550069802,0.6821743439362623,-0.7813609182045125,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.22810541836823087,-0.9875128956636844,0.9373255195365185,0.9891235488338539,-0.8235418282632558,0
-0.21011755369876017,-1.0079337797677903,0.8953381308761881,1.0639402973490242,-0.8136036241140919,0
-0.1872916353490212,-1.0386653099061067,1.0295415616634958,1.0398696476034053,-0.7834207300716047,0
-0.20138834660277957,-1.0188375367628755,0.927977668967395,0.9926642628779825,-0.821297203347487,0
-0.2191997277797471,-0.9979544426967479,0.9342095693468108,0.9903037868485633,-0.8227936199579995,0
-0.20047954005187962,-1.008947820642037,0.8593330927841019,0.8519873256137828,-0.7580646984873236,0
-0.2585687462824672,-0.9870250306050675,0.7259386369165965,0.9556236949876576,-0.6131964180514371,0
-0.4335435416857155,-1.0576046870930904,0.24127030940970157,-0.24264416473307993,0.22201528731086448,0
-0.18715433976084586,-1.0363761469189086,0.9631796108512872,0.9131079897686426,-0.8294433779803129,0
-0.15878441669890894,-1.0718133571529351,1.0692581096477098,0.6814608777377559,-0.8544475104888467,0
-0.14896405871593077,-1.0840800837724056,1.1059775900003177,0.6012753389578336,-0.8631027871264162,0
-0.22129313263204656,-1.0329037878721579,0.8289011855233112,0.7251568209714806,-0.6374523422547147,0
-0.4947754295391177,-0.9815606031285363,0.03071172353784891,0.22009908698456626,0.2717844460274196,0
-0.23629778659371967,-0.9575351916502706,0.5842348128225627,0.8982125830703847,-0.6988822559766364,0
-0.20584120042797996,-1.015494826291551,0.9601825432196807,1.1913312208543696,-0.7670718742006403,0
-0.13823489418205265,-1.086457094271038,1.0740524941696323,0.3804128629137115,-0.8085255589038222,0
-0.24093384859800285,-1.0083703346332165,0.7554622248180956,0.8855278985313252,-0.620141788979576,0
-0.18174763063682323,-1.0433709900018169,1.0014166296726106,0.8322931853181379,-0.8386077566226258,0
-0.20588624917590226,-1.0019529775591287,0.8210960739627787,0.9328021300642875,-0.7489003198450107,0
-0.2594834136769616,-0.9851998510186606,0.6861032063742809,1.0369894717822894,-0.6037929331086114,0
-0.45300777415916865,-1.0326090238921277,0.1320758604235712,-0.00981681468748381,0.2477676281246546,0
-0.1960208424450018,-1.0277615529110218,0.9969020235722885,1.1111456820744472,-0.7757271508382096,0
-0.2413266671937397,-0.971439475172098,0.9062843931663039,1.0598486109607688,-0.8160873553303734,0
-0.22129313263204656,-1.0329037878721579,0.8289011855233112,0.7251568209714806,-0.6374523422547147,0
-0.1915679886198014,-1.0311042633823462,0.9646971493200026,0.9124787240980602,-0.8299524799850564,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.2594834136769616,-0.9851998510186606,0.6861032063742809,1.0369894717822894,-0.6037929331086114,0
-0.20588624917590226,-1.0019529775591287,0.8210960739627787,0.9328021300642875,-0.7489003198450107,0
-0.20570390483980464,-1.013205663304353,0.8938205924074726,1.0645695630196066,-0.8130945221093484,0
-0.22129313263204656,-1.0329037878721579,0.8289011855233112,0.7251568209714806,-0.6374523422547147,0
-0.21552426282278278,-1.0009389366848822,0.8571011120548647,1.1447551017995292,-0.804439245471779,0
-0.1929232095701096,-1.0683409981061842,0.9349796843197337,0.49350970894059387,-0.6624564747632486,0
-0.1995648726573852,-1.0107730002284439,0.8991685233264175,0.7706215488191509,-0.7674681834301493,0
-0.2976736947218767,-0.9374959141651635,0.5433052272252507,1.348822122593098,-0.5701335239625082,0
-0.2537145438676979,-0.9532349998313849,0.7143031329058346,1.456587752610338,-0.7707798363256757,0
-0.16769596813098717,-1.049656914412626,0.9638940531118089,0.6209694792534785,-0.7825597289911139,0
-0.17642517522696774,-1.0387531574175408,0.9312545150206021,0.6922455137245206,-0.774866149757719,0
-0.20584120042797996,-1.015494826291551,0.9601825432196807,1.1913312208543696,-0.7670718742006403,0
-0.15878441669890894,-1.0718133571529351,1.0692581096477098,0.6814608777377559,-0.8544475104888467,0
-0.4769640483621501,-1.0024436971946638,0.024479823158433233,0.22245956301398523,0.27328086263793205,0
-0.1871092910129236,-1.0499179956513307,1.1022660801081898,1.1716370805587244,-0.8476149323359424,0
-0.2438941858847197,-0.9655017264508556,0.7510226132584423,1.3764022138304157,-0.7794351129632451,0
-0.16751362379488952,-1.06090960015785,1.036618571556503,0.752736912208798,-0.8467539312554517,0
-0.6295053260866244,-1.4309208605624033,0.9428426401917648,-0.5904307629767154,1.2153125494255033,0
-0.2177482215147609,-0.9807056752648264,0.6535938312663775,0.7467510098194203,-0.7152311118476009,0
-0.24093384859800285,-1.0083703346332165,0.7554622248180956,0.8855278985313252,-0.620141788979576,0
-0.15878441669890894,-1.0718133571529351,1.0692581096477098,0.6814608777377559,-0.8544475104888467,0
-0.24966305569398348,-0.9974665776381313,0.7228226867268887,0.9568039330023672,-0.6124482097461809,0
-0.19697469774382403,-1.0241094202994379,0.9264601304986796,0.9932935285485649,-0.8207881013427435,0
-0.21552426282278278,-1.0009389366848822,0.8571011120548647,1.1447551017995292,-0.804439245471779,0
-0.16188204957380106,-1.0312339119577723,1.1311804489002648,1.299096850871609,-0.9677181865638077,0
-0.8204567313111998,-1.1924011762949176,0.22885274444661347,0.9687324910773294,1.38360959515602,0
-0.6831933641607585,-1.1605820883782452,0.21178167116863966,0.43431960288120236,0.9662224941551559,0
-0.521763690910083,-1.0524964805954873,0.1559145692721079,0.36965000424510175,0.42299870636465176,0
-0.24093384859800285,-1.0083703346332165,0.7554622248180956,0.8855278985313252,-0.620141788979576,0
-0.2156615584109581,-1.0032280996720804,0.923463062867073,1.2715167596342918,-0.7584165975630708,0
-0.23425617223783915,-0.9665157673251024,0.7150175751663562,1.164449242095174,-0.7238961873364768,0
-0.20570390483980464,-1.013205663304353,0.8938205924074726,1.0645695630196066,-0.8130945221093484,0
-0.6295053260866244,-1.4309208605624033,0.9428426401917648,-0.5904307629767154,1.2153125494255033,0
-0.22129313263204656,-1.0329037878721579,0.8289011855233112,0.7251568209714806,-0.6374523422547147,0
-0.17642517522696774,-1.0387531574175408,0.9312545150206021,0.6922455137245206,-0.774866149757719,0
-0.1391437007329526,-1.0963468103918763,1.1426970703529256,0.5210898001779113,-0.8717580637639856,0
-0.21552426282278278,-1.0009389366848822,0.8571011120548647,1.1447551017995292,-0.804439245471779,0
-0.28002417110596023,-1.1703889326808485,1.5952721131890595,1.5034484503167902,0.10590213742030426,0
-0.24966305569398348,-0.9974665776381313,0.7228226867268887,0.9568039330023672,-0.6124482097461809,0
-0.16751362379488952,-1.06090960015785,1.036618571556503,0.752736912208798,-0.8467539312554517,0
-0.21461545627188286,-0.9910492205640437,0.7884565358715717,1.0040781645353292,-0.7412067406116156,0
-0.5119433329271048,-1.064763207214958,0.19263404962471564,0.28946446546517945,0.4143434297270824,0
-0.26575886054265413,-0.9207350117918585,0.4740763717647394,1.1387691994101514,-0.6729164260639282,0
-0.2976736947218767,-0.9374959141651635,0.5433052272252507,1.348822122593098,-0.5701335239625082,0
-0.22534462080576093,-0.9886722100654114,0.8203816317022571,1.2249406405794514,-0.7957839688342095,0
-0.12950568708607205,-1.097360851266123,1.1066920322608393,0.3091368284426695,-0.8162191381372172,0
-0.4867844063451283,-0.990176970575193,-0.01223965719417457,0.3026451017939075,0.2819361392755015,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.15878441669890894,-1.0718133571529351,1.0692581096477098,0.6814608777377559,-0.8544475104888467,0
-0.16769596813098717,-1.049656914412626,0.9638940531118089,0.6209694792534785,-0.7825597289911139,0
-0.15878441669890894,-1.0718133571529351,1.0692581096477098,0.6814608777377559,-0.8544475104888467,0
-0.14896405871593077,-1.0840800837724056,1.1059775900003177,0.6012753389578336,-0.8631027871264162,0
-0.3591822087474445,-1.2555789546289464,0.7638259662208368,-0.9578661377780564,0.2797057931426692,0
-0.22129313263204656,-1.0329037878721579,0.8289011855233112,0.7251568209714806,-0.6374523422547147,0
-0.5119433329271048,-1.064763207214958,0.19263404962471564,0.28946446546517945,0.4143434297270824,0
-0.2693037716599398,-0.9729331243991899,0.6493837260216732,1.1171750105622116,-0.595137656471042,0
-0.20588624917590226,-1.0019529775591287,0.8210960739627787,0.9328021300642875,-0.7489003198450107,0
0.057439278712711345,-1.3051908064592843,1.9512488434418391,-0.49171351521332207,-1.161019364802858,0
-0.20570390483980464,-1.013205663304353,0.8938205924074726,1.0645695630196066,-0.8130945221093484,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.24407653022081735,-0.9542490407056317,0.6782980948137484,1.2446347808750962,-0.7152409106989074,0
-0.1872916353490212,-1.0386653099061067,1.0295415616634958,1.0398696476034053,-0.7834207300716047,0
3.1571678443144564,2.0824074210946146,0.5146548819127972,1.1687370881007548,0.6174367467291348,0
-0.23516497878873913,-0.9764054834459407,0.7836621513496492,1.3051261793593736,-0.7871286921966402,0
-0.2626260952997761,-0.9310785570910759,0.6089390763699337,1.3960963541260605,-0.6988920548279429,0
-0.2537145438676979,-0.9532349998313849,0.7143031329058346,1.456587752610338,-0.7707798363256757,0
-0.1960208424450018,-1.0277615529110218,0.9969020235722885,1.1111456820744472,-0.7757271508382096,0
-0.24093384859800285,-1.0083703346332165,0.7554622248180956,0.8855278985313252,-0.620141788979576,0
-0.19606589119292409,-1.0142197041785994,0.8578155543153864,0.8526165912843652,-0.7575555964825801,0
-0.21552426282278278,-1.0009389366848822,0.8571011120548647,1.1447551017995292,-0.804439245471779,0
-0.12369176852888597,-1.0789378488112695,1.2739784280492952,0.9872642000608004,-1.0013775957099111,0
-0.1391437007329526,-1.0963468103918763,1.1426970703529256,0.5210898001779113,-0.8717580637639856,0
-0.0784000462915175,-1.3281024860842339,2.625087035577738,0.9808459741496148,0.6176529006633947,0
-0.0756811295009927,-1.1389085122842373,1.4534958875509332,0.5952460104700691,-1.0436922814935838,0
-0.2537145438676979,-0.9532349998313849,0.7143031329058346,1.456587752610338,-0.7707798363256757,0
-0.2615700767807643,-0.9626774266114069,0.41623397477358537,0.5122237219674179,-0.5606074473931417,0
-0.49339376784814604,-1.0879336908295139,0.26199306806853034,0.13800289221421508,0.3979945738561179,0
-0.2537145438676979,-0.9532349998313849,0.7143031329058346,1.456587752610338,-0.7707798363256757,0
-0.3498815919404826,-0.9042135665435149,0.26328580020229736,1.1908786951630876,-0.40129273697110157,0
-0.23516497878873913,-0.9764054834459407,0.7836621513496492,1.3051261793593736,-0.7871286921966402,0
-0.17192727265384505,-1.0556377166212874,1.0381361100252184,0.7521076465382156,-0.8472630332601953,0
0.600117095582463,-1.5457420186110722,5.344499008170319,3.54135846678908,-3.2078738621485963,0
-0.2976736947218767,-0.9374959141651635,0.5433052272252507,1.348822122593098,-0.5701335239625082,0
-0.27912412964291794,-0.9606663977797192,0.6126642456690653,1.1973605493421342,-0.5864823798334726,0
-0.7255266041424109,-1.3109795336164678,0.5838077211884888,0.19360561620474714,1.2999419209928487,0
-0.18715433976084586,-1.0363761469189086,0.9631796108512872,0.9131079897686426,-0.8294433779803129,0
